Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Cluster_KMeans_Statistical,Cluster_KMeans_Business,Cluster_DBSCAN,Cluster_Label
46337,2HwaW41CoQrjA5wZIUbXf2,The Prophet,The Hardcore Archive Part 3 (1997),Lunatic - Original Mix - Slow Break,0,195765,False,0.789,0.704,11,-5.219,0,0.16,0.00158,0.326,0.515,0.149,95.008,4,happy,0,0,0,High Energy / Instrumental
33744,2og56jb9ZaAh1cVN7BENAq,Coheed and Cambria,The Color Before The Sun,Island,35,301906,True,0.496,0.991,9,-2.752,1,0.111,0.0106,0.000251,0.373,0.433,135.91,4,emo,0,1,0,High Energy / Fast Tempo
94362,6MjDnmBgbCu2UfDK0DRczh,Fudasca;Thomas Reid,Youth,I Wrote You a Letter,49,160020,False,0.462,0.217,1,-15.251,1,0.0422,0.133,0.0401,0.129,0.233,89.868,4,sad,1,3,0,Acoustic
99190,04wmRKlU8lSjmYql1mt052,Sophie Pecora,Keeping Everything Inside,Keeping Everything Inside,61,178105,False,0.561,0.522,6,-7.699,0,0.108,0.613,0.0,0.103,0.43,94.321,4,singer-songwriter,1,2,0,High Energy Dance / Upbeat
19682,2eRV0Zen3OvAb2phNk7IIU,Koe Wetzel,Noise Complaint,I'll Be Fine,46,240846,False,0.663,0.644,4,-8.92,0,0.0375,0.0721,0.0,0.0736,0.372,123.968,4,country,0,5,0,High Energy Dance / Upbeat
81849,0cVrLxeQjiAcftuGzp32qY,A.R. Rahman,Sillunu Oru Kadhal (Original Motion Picture Soundtrack ),Newyork Nagaram,65,378020,False,0.652,0.732,0,-8.587,1,0.0275,0.203,0.000366,0.0739,0.577,127.043,4,pop,0,5,0,High Energy Dance / Upbeat
103257,3kdlVcMVsSkbsUy8eQcBjI,Ark Patrol;Veronika Redd,Let Go,Let Go,71,248056,False,0.47,0.436,0,-10.228,1,0.0351,0.67,0.263,0.294,0.0389,81.972,3,soul,1,4,0,Low Energy / Acoustic / Instrumental
3385,6fz1H1xvH7uUycVKUVUHwb,Creed,Fishing Music,One Last Breath,1,239373,False,0.38,0.72,2,-5.766,1,0.0356,0.00899,0.00147,0.221,0.172,129.982,4,alternative,0,1,0,High Energy / Fast Tempo
90670,7FzVgFOvltyHGJwZhBXJsz,Grupo Lluvia,"Colección De Oro: Hitazos De Los 70s Con Grupo Lluvia, Vol. 3",Hay Luto En Mi Alma,31,263918,False,0.455,0.527,0,-6.903,1,0.0273,0.612,1.09e-06,0.183,0.377,148.076,4,rock-n-roll,1,3,0,Acoustic
54750,21kzMROplBP8MhBCmfYcSm,Serph,Psychic Music,idio-savan,41,264000,False,0.543,0.876,1,-4.678,1,0.0526,0.0607,0.211,0.222,0.706,169.991,4,idm,0,0,0,High Energy / Instrumental
72948,2iK4KaT6SSGcHtiBf4G16a,King 810,La Petite Mort or a Conversation with God,Wolves Run Together,25,394986,False,0.587,0.576,9,-10.303,1,0.108,0.278,0.295,0.323,0.319,119.854,4,metalcore,1,0,0,High Energy / Instrumental
56898,5D09Q1CFr1VtVIw92Gf0zS,Cesare Cremonini,10's Music Grandi Successi,Kashmir-Kashmir,0,249053,False,0.7,0.884,9,-4.672,1,0.0404,0.017,0.0,0.326,0.948,122.98,4,indie-pop,0,5,0,High Energy Dance / Upbeat
99528,2RotDMmg3PeoEFLiqsXUS7,Sara Kays,Coffee Moment,When You Look at Me,0,170375,False,0.641,0.293,2,-10.711,1,0.0291,0.836,0.0,0.217,0.373,129.849,4,singer-songwriter,1,3,0,Acoustic
74860,1j1jFRnapbAfyF4pmzFNv0,Mariana Nolasco,Turnê Planeta Borboleta - Ao Vivo,Certeza - Ao Vivo,39,191839,False,0.273,0.678,0,-6.427,1,0.0531,0.404,7.04e-06,0.702,0.384,188.337,4,mpb,0,1,0,High Energy / Fast Tempo
102510,7rdnB5DAyPbaj51TCQRcqW,Sezairi,It's You,It's You,73,251440,False,0.63,0.456,8,-8.285,1,0.0317,0.545,0.0,0.114,0.166,137.915,3,songwriter,1,3,0,Acoustic
41762,28v7Tv1z4En5wSPyST0Avn,Ivory,Slösa Min Tid,Slösa Min Tid,24,212957,False,0.865,0.708,8,-4.422,1,0.0466,0.595,0.0,0.0871,0.6,110.014,4,goth,0,5,0,High Energy Dance / Upbeat
47906,3tS1VMpxp9bLn46Cyh09el,Black Label Society,The Blessed Hellride,Stillborn,66,196040,False,0.585,0.881,5,-4.719,0,0.0366,2.27e-05,0.000939,0.376,0.425,107.028,4,hard-rock,0,1,0,High Energy / Fast Tempo
26064,5TWTXJLHoLv1v3tc6qNpce,Rodrigo Miallaret,O Rei Leão (Trilha Sonora Original em Português),Se Preparem (2019),35,123733,False,0.565,0.319,9,-13.542,0,0.215,0.497,5.66e-05,0.0777,0.305,115.287,4,disney,1,2,0,High Energy Dance / Upbeat
102028,72zHuDxFQTjbL51qJQSA7j,Jasleen Royal;B Praak;Romy;Anvita Dutt,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",76,228855,False,0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,4,songwriter,1,3,0,Acoustic
73409,4CDThn846W8Jp8Xqznv5B8,NTO,Lac de Soi,Lac de Soi,36,299017,False,0.691,0.576,10,-10.269,0,0.0682,0.00454,0.401,0.082,0.279,117.996,4,minimal-techno,0,0,0,High Energy / Instrumental
106577,2UsHzjgsBhSf4m0eNLFRVz,Danny Saucedo;Niello,GOD JUL,Kungar av December,0,173906,False,0.681,0.775,11,-7.194,0,0.0945,0.0622,0.0,0.392,0.938,92.956,4,swedish,0,2,0,High Energy Dance / Upbeat
47691,24miLxqEchxqXnm528AI2H,Charlie Brown Jr.,Camisa 10 joga bola até na chuva,Inabalavelmente,37,265000,False,0.702,0.813,8,-4.731,1,0.0379,0.151,0.0,0.0783,0.879,151.013,4,hard-rock,0,5,0,High Energy Dance / Upbeat
42676,2lgNhiIHOew2JoPxy0f5Tr,Coldworker,Rotting Paradise,The Black Dog Syndrome,12,181480,False,0.202,0.977,1,-4.243,1,0.0809,1.55e-06,0.837,0.322,0.378,110.434,3,grindcore,0,0,0,High Energy / Instrumental
1820,3IQvH607gDiHXdT8wnqgtC,Tony Allen With Africa 70,"Progress, Jealousy",Jealousy,17,683893,False,0.866,0.636,1,-12.801,1,0.134,0.222,0.558,0.131,0.859,99.615,4,afrobeat,0,2,0,High Energy Dance / Upbeat
52786,2R8ejIdcNa1SyIiWULs9yJ,George Jones,One Woman Man,Radio Lover,11,205573,False,0.642,0.282,11,-18.19,1,0.0405,0.513,2.47e-05,0.243,0.29,121.163,4,honky-tonk,1,3,0,Acoustic
66125,6ZSMbNa2ZSmLR7LlC5Bz0m,Blake Rules;Netherfriends,Kids Trap (In the House),Dance Party in the House,17,198347,False,0.913,0.604,4,-11.38,0,0.102,0.474,0.0624,0.101,0.616,120.984,4,kids,0,2,0,High Energy Dance / Upbeat
106851,4O5ygqTjiXLWo9HASGsk8E,Zara Larsson,Lush Life (Retro Version),Lush Life - Retro Version,52,193853,False,0.842,0.504,7,-7.028,0,0.0603,0.105,0.0,0.114,0.726,98.05,4,swedish,0,5,0,High Energy Dance / Upbeat
98291,1wzsBoKZ37gHPw7LMQaegZ,Andrew Lloyd Webber;Laura Baldwin;Georgina Castle;Victoria Hamilton-Barritt,Andrew Lloyd Webber’s “Cinderella”,Unfair,28,253840,False,0.719,0.292,0,-13.085,1,0.675,0.578,0.0,0.127,0.559,127.013,3,show-tunes,1,2,0,High Energy Dance / Upbeat
16201,3ARjJ9tbdhlmgiG1vyiGNX,Bombay Jayashri,Cheli (Original Motion Picture Soundtrack),Manohara,41,300573,False,0.682,0.392,11,-11.303,0,0.0498,0.452,9.85e-05,0.276,0.62,143.791,4,classical,1,3,0,Acoustic
78288,1NLUY7zpNnNgmRUwy2hIiL,Marco Wagner,Geh ma ned am Oasch,Geh ma ned am Oasch,33,229186,True,0.839,0.92,2,-3.446,1,0.0446,0.025,1.04e-06,0.0294,0.826,132.01,4,party,0,5,0,High Energy Dance / Upbeat
26514,02hLeVpizdFbyt7MaZ8aUr,Jon Sarta,Disney Piano Classics 5: From the Corner,Let It Go,21,248661,False,0.68,0.154,8,-20.01,1,0.0407,0.975,0.824,0.114,0.149,120.076,4,disney,1,4,0,Low Energy / Acoustic / Instrumental
5378,34o9rDFXv6bFX5qtkySnRQ,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Counter Attack-Mankind,48,366586,False,0.345,0.849,6,-9.816,0,0.0735,0.00658,0.875,0.36,0.185,110.009,4,anime,0,0,0,High Energy / Instrumental
105843,0iJ9sX4czYu2aDiWRPsVja,"Sarah, the Illstrumentalist",Celebrate You,Melo Hello,5,136969,False,0.749,0.303,0,-8.137,1,0.0386,0.0897,0.741,0.0861,0.283,99.005,4,study,1,0,0,High Energy / Instrumental
56355,0Qj4YyHTtV01Fvfl2fibea,Paravi,Cloud 9,Cloud 9,60,142000,False,0.53,0.268,0,-9.799,1,0.0332,0.862,0.0,0.0936,0.338,113.715,4,indie-pop,1,3,0,Acoustic
3586,6Yp3K2cy35hXnWQFE1yWrJ,The Knocks;Dragonette,Mellow Electronic Pop,Slow Song,0,253723,False,0.77,0.743,6,-3.251,1,0.0299,0.0205,0.0003,0.144,0.843,123.014,4,alternative,0,5,0,High Energy Dance / Upbeat
1796,3C0K6ldyghoPafc1rde6qJ,Plastilina Mosh,Juan Manuel,Tiki Fiesta,19,187173,False,0.768,0.688,10,-9.079,0,0.0431,0.103,0.73,0.113,0.4,125.112,4,afrobeat,0,0,0,High Energy / Instrumental
109790,6ssqfhhoK0uLambmUXMbIA,Die Atzen,Diss Is Nice,Diss Is Nice,26,162533,True,0.856,0.807,0,-3.296,1,0.0774,0.00236,0.000192,0.069,0.762,124.006,4,techno,0,5,0,High Energy Dance / Upbeat
73827,5SxOlzPBgv64oeWDifvxaF,Boris Brejcha,Feuerfalter Special Edition,Frequenzfett,37,494421,False,0.8,0.741,10,-11.836,0,0.0587,0.000545,0.831,0.12,0.458,125.025,4,minimal-techno,0,0,0,High Energy / Instrumental
88079,6I9u1BUOMgesqngW1QdwtS,J Balvin;Maria Becerra,Bájale como 7500,Qué Más Pues?,1,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,reggae,0,2,0,High Energy Dance / Upbeat
97612,23BYKSpVWcz6yPBhE6B7wm,Cezar & Paulinho;Chitãozinho & Xororó,"Alma Sertaneja, Vol. 2 (Ao Vivo)",Terra Tombada - Ao Vivo,45,238333,False,0.393,0.616,8,-5.697,1,0.0459,0.635,0.0,0.38,0.566,169.814,4,sertanejo,0,3,0,Acoustic
59187,2V84Epavbw2k9p5gTKyrCk,Alphaxone,Echoes from Outer Silence,Sphere of Change,7,283042,False,0.181,0.285,7,-18.174,1,0.0442,0.867,0.942,0.084,0.0322,116.555,4,iranian,1,4,0,Low Energy / Acoustic / Instrumental
109914,2lAC83w4MoLCgzq8G5RFPF,Amelie Lens;FJAAK,Higher EP,Higher - FJAAK Remix,44,303605,False,0.747,0.749,8,-9.437,1,0.054,0.00708,0.906,0.111,0.0446,135.986,4,techno,0,0,0,High Energy / Instrumental
24411,14T9W9rhv3Gj021FHfyhnD,Model 500;Aisha Jamiel,Deep Space,The Flow,9,248946,False,0.631,0.805,6,-7.465,0,0.0621,0.007,0.0117,0.46,0.484,112.373,4,detroit-techno,0,1,0,High Energy / Fast Tempo
4301,3COXRJvjezdFZEdf289V4W,aswekeepsearching,Zia,Uns,24,281062,False,0.37,0.624,5,-6.854,1,0.0276,0.417,0.0138,0.12,0.167,150.053,4,ambient,1,3,0,Acoustic
59212,4dqqpOUXW63UYb0zEbc1QL,Winterise,The Plague 19,The Plague 19,0,221440,False,0.464,0.939,4,-4.099,0,0.119,1.68e-05,0.0103,0.217,0.113,200.038,4,iranian,0,1,0,High Energy / Fast Tempo
71772,72hcFp4tYkd3dbNA9dZ3Pv,Bon Jovi,New Jersey (Deluxe Edition),Bad Medicine,70,316706,False,0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,4,metal,0,5,0,High Energy Dance / Upbeat
94492,27E4psA6L8EPkArzqOwT0j,Billy Bueffer,Stoner Thoughts,Stoner Thoughts,56,188813,True,0.789,0.527,5,-5.72,1,0.0972,0.123,0.0,0.0445,0.689,81.508,4,sad,0,2,0,High Energy Dance / Upbeat
70880,5lo0Wvjeg14DRNGZ7d2D1p,Aska Yang,初 . 愛,其實都沒有,48,231506,False,0.537,0.396,7,-8.533,1,0.0363,0.927,8.54e-05,0.126,0.386,135.593,4,mandopop,1,3,0,Acoustic
90576,53IcObq6WkHmE94wnfsQuC,Enrique Guzman,Grandes Canciones (Remastered),Abrázame Fuerte - Remastered,32,167986,False,0.29,0.394,4,-10.824,1,0.0342,0.636,0.0,0.422,0.339,93.779,4,rock-n-roll,1,3,0,Acoustic
71143,7Bcjjhemjq1HxoWkTw4X6O,Marilyn Manson,Halloween Spooky Party 2022,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,metal,0,0,-1,High Energy / Instrumental
29250,72pGB4XOzAE45n0Zt7wP5A,Direct;Park Avenue,Cold Ground,I'll Go,50,261253,False,0.396,0.579,10,-7.733,1,0.0433,0.197,0.00905,0.0974,0.0587,150.105,4,dubstep,1,3,0,Acoustic
42769,0E4XsOH9i5yyP1ajBflsJG,Trap Them,Crown Feral,Twitching in the Auras,11,210533,False,0.55,0.943,0,-4.53,1,0.066,1.7e-05,0.613,0.283,0.184,120.08,4,grindcore,0,0,0,High Energy / Instrumental
62528,3wNycDzsKr9SYh58yWsnP2,Mr.Children,重力と呼吸,秋がくれた切符,39,210733,False,0.287,0.592,3,-6.486,1,0.0267,0.425,5.47e-06,0.335,0.386,77.583,4,j-pop,1,3,0,Acoustic
6593,5y6DhwlDmP9BX83aD5BZnS,Morbid Angel,Illud Divinum Insanus,Nevermore,18,307840,False,0.546,0.897,1,-5.875,1,0.0786,1.31e-05,0.00668,0.629,0.244,116.957,4,black-metal,0,1,0,High Energy / Fast Tempo
43768,2HCml99aKlW0dcCPZMOKQX,Nikko Culture;Nezhdan,Let Me,Let Me - Nezhdan Remix,36,428717,False,0.774,0.629,9,-8.986,0,0.0368,0.175,0.0618,0.0975,0.152,117.02,4,groove,1,3,0,Acoustic
37309,2ZJSwAg4q1EvxdbTwyzkhW,Rudimental;Kareen Lomax,Running Songs,Jumper,0,194793,False,0.727,0.725,10,-4.725,0,0.0382,0.0911,0.00117,0.163,0.825,130.016,4,funk,0,5,0,High Energy Dance / Upbeat
4173,1RgiH5ucgoEWDKmGyA5drQ,Sleeping At Last,Atlas: I,Neptune,57,280370,False,0.602,0.371,9,-11.575,0,0.0322,0.23,0.0,0.0887,0.211,120.01,4,ambient,1,3,0,Acoustic
113281,7zJg7aNCvTKW9EtG1Dvzkl,for KING & COUNTRY,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),Fix My Eyes,57,215933,False,0.587,0.739,0,-5.762,1,0.0365,0.0539,2.08e-06,0.049,0.549,100.005,4,world-music,0,5,0,High Energy Dance / Upbeat
70043,3OC84eKMxRJ4x0Hcwl9i4i,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein),刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,65,320165,False,0.425,0.201,10,-11.961,1,0.0373,0.873,0.0,0.111,0.267,136.328,4,mandopop,1,3,0,Acoustic
90190,6q8AvEr7oG3tgmmtI6O2uS,Little Gerhard,16 Svenska originalklassiker,Den siste mohikanen,40,174546,False,0.595,0.804,0,-4.511,1,0.0377,0.48,0.0,0.173,0.924,131.655,4,rock-n-roll,0,5,0,High Energy Dance / Upbeat
50717,7ekUc65CJ5uZ7ekqU9oXwI,Lordi,Get Heavy,Biomechanic man,21,202026,False,0.185,0.968,0,-4.304,0,0.403,6.76e-05,1.21e-05,0.968,0.278,75.314,4,heavy-metal,0,1,0,High Energy / Fast Tempo
32088,7Mqdzo9NcZLUwTAoyV2AeE,ARTBAT,Horizon,Horizon,63,464516,False,0.647,0.66,5,-10.309,0,0.0405,0.0331,0.914,0.665,0.0174,124.023,4,electronic,1,0,0,High Energy / Instrumental
27462,0IXccDhLV6gxAYF2bJmqYB,Villem;Phase,Uno,Uno,18,342503,False,0.566,0.873,8,-5.785,0,0.042,0.000575,0.873,0.104,0.152,174.029,4,drum-and-bass,0,0,0,High Energy / Instrumental
87152,52LbfFLnCm9liqK6VBBoQD,22Gz;Kodak Black,Walk in the Park Rap,Up n Stuck,0,193970,True,0.869,0.802,9,-3.37,0,0.504,0.0978,0.0,0.0998,0.346,140.89,4,r-n-b,0,2,0,High Energy Dance / Upbeat
89825,6ozdSeARbPqVWRZkQ3RcJJ,Farruko;Tiësto,Pepas Remix EP,Pepas - Tiësto Remix,57,223384,True,0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,4,reggaeton,0,0,0,High Energy / Instrumental
94475,0icgGg4BN47ILHEhOSaFgh,PmBata,I Would Never,I Would Never,44,157038,True,0.766,0.469,9,-8.51,1,0.176,0.331,0.0,0.11,0.59,92.03,4,sad,0,2,0,High Energy Dance / Upbeat
99997,3i0VfLdOUCks9DmAht65XI,Nina Nesbitt,"The Sun Will Come up, The Seasons Will Change",The Best You Had,60,176853,True,0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,4,singer-songwriter,1,5,0,High Energy Dance / Upbeat
91150,0NlGoUyOJSuSHmngoibVAs,Kodaline,In A Perfect World (Expanded Edition),All I Want,82,305746,False,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,3,rock,1,4,-1,Low Energy / Acoustic / Instrumental
