track_id,artists,album_name,track_name,track_genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_cluster,hier_cluster,gmm_cluster,dbscan_cluster
6jAoHpOWUd5dpBUy0PW7TR,VNV Nation,Judgement,The Farthest Star,industrial,25,0.552,0.937,-6.738,0.0488,0.0232,0.00268,0.102,0.347,134.98,0,0,0,0
0LoQuiekvzqx7n8flgEKzF,T. Rex,Electric Warrior,Get It On,blues,71,0.728,0.878,-6.926,0.0564,0.176,0.856,0.61,0.911,126.59,0,0,1,0
34XYMzu7cmqQjItV8mJ77m,Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Para dos,tango,18,0.633,0.219,-11.805,0.0887,0.72,0.692,0.113,0.537,118.814,1,0,0,0
60an8Fb1pH1MniTxTlo2l9,Mc Bruninho da Praia;Mc Kadu;MC GP;Mc Lele JP,Bloco do Carro Chefe,Bloco do Carro Chefe,funk,46,0.818,0.486,-7.006,0.394,0.0996,0.0,0.0437,0.637,113.192,0,0,1,0
5FPnjikbwlDMULCCCa6ZCJ,John Mayer,Heavier Things,Daughters,singer-songwriter,67,0.674,0.413,-7.816,0.0274,0.836,1.95e-05,0.098,0.503,124.893,1,1,0,0
5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Un Verano Sin Ti,Yo No Soy Celoso,reggaeton,85,0.872,0.588,-6.276,0.0492,0.275,0.0,0.17,0.93,142.004,0,0,0,0
2Fc99kfkQ1S2RilXcd6xIU,Money Chicha,Echo en Mexico,Quieren Efectos,afrobeat,24,0.553,0.773,-6.446,0.0343,0.173,0.865,0.185,0.597,96.617,0,0,0,0
47bweAQBrsV1Vi3hDmEIAo,Korsakoff,Stiletto,Boozed - Edit,happy,19,0.462,0.978,-4.089,0.0951,0.0569,0.42,0.168,0.33,168.624,0,0,1,0
5i7s3sB1LzxeVz8CWVEpAO,Tove Lo;The Young Professionals,Remixes & Covers,Talking Body - The Young Professionals Remix,swedish,44,0.651,0.579,-8.023,0.0379,0.00166,0.000397,0.0794,0.443,138.993,0,0,0,0
6xwqmrEshHeFlVI3hrc685,Los Vaguens,Hotel Acapulco,Penurias,rockabilly,27,0.329,0.596,-11.17,0.0569,0.0179,0.00102,0.267,0.413,167.831,0,0,0,0
21excOPd45gzWN8zCt8Vhw,Annie Lennox,Christmas Best Hits 2022,Angels From The Realms of Glory,singer-songwriter,0,0.523,0.322,-8.957,0.0285,0.535,0.0,0.132,0.3,126.002,1,0,0,0
39NkxITdhS5BPBZ3ma2CTM,The Green;Sean Na'auao;Kaumakaiwa;Kumu Hina,"My Hawai'i (feat. Sean Na'auao, Kaumakaiwa, Kumu Hina)","My Hawai'i (feat. Sean Na'auao, Kaumakaiwa, Kumu Hina)",j-rock,36,0.726,0.593,-7.138,0.0851,0.284,0.0,0.527,0.857,139.924,0,0,1,0
14nEPCQLWtMqV4uE1cRHFv,Lörihen,Bajo la Cruz,Vida Eterna,heavy-metal,29,0.31,0.884,-4.088,0.0488,0.000301,0.0,0.177,0.314,75.023,0,0,0,0
1gexiILoiAONdvcXlzVQeE,Unholy,Ego Sum Deus,Ego Sum Deus,club,41,0.636,0.538,-6.921,0.0324,0.00126,0.881,0.123,0.0388,115.983,0,0,0,0
0mljrVHFeq2qgThql44LcI,Ferrugem,Ferrugem em Casa 2 (Bloco 1) [Ao Vivo],Tô isso aqui pra te beijar - Ao Vivo,pagode,43,0.537,0.761,-6.194,0.0741,0.543,0.0,0.472,0.705,165.984,0,0,1,0
59wlTaYOL5tDUgXnbBQ3my,ODESZA,A Moment Apart,A Moment Apart,chill,66,0.515,0.663,-7.896,0.0328,0.179,0.668,0.494,0.0756,120.024,0,0,1,0
2Qud6Q1KlK22qHcjUGlRpJ,Marcianeke,Sueltate Mah,Sueltate Mah,reggaeton,41,0.662,0.785,-10.159,0.203,0.614,0.0,0.106,0.797,180.108,0,0,1,0
2Pp9osgyIcw6o1avfDDDhH,BLACKPINK,SQUARE UP,Forever Young,k-pop,67,0.592,0.961,-1.807,0.096,0.0423,0.0,0.0882,0.508,109.826,0,0,1,0
4xu38KnbRHbRHRwdg4KFul,Fan Sounds,Box Fan Long Loop For Sleep,Box Fan Long Loop For Sleep,sleep,54,0.0,2.03e-05,-25.556,0.0,0.145,0.213,0.114,0.0,0.0,1,1,0,-1
3oRP6yGs5d0kFpGRRzzaS8,Mayday,因為你 所以我,因為你 所以我,mandopop,53,0.47,0.685,-6.896,0.0363,0.188,0.0,0.112,0.488,152.103,0,0,0,0
19ZjBzxJ5ARxbln6Qmw1AN,Ray Peterson,Missing You,"Corrina, Corrina",rockabilly,47,0.481,0.413,-8.688,0.0326,0.798,1.61e-05,0.0817,0.681,127.591,1,1,0,0
3CmUas41TD2t8EGNZ85J9f,blink-182,Emo Christmas 2022,"Happy Holidays, You Bastard",punk,2,0.409,0.99,-2.084,0.115,0.02,0.0,0.513,0.962,172.715,0,0,1,0
0y4iXXlpVFJSQjlx0vQ3MZ,Alex Keeper,Forever,Forever,french,57,0.763,0.457,-14.629,0.0539,0.796,0.414,0.108,0.0384,117.996,1,0,0,0
3F5DccNp39Waj4QjZBUPGO,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Weihnachten Klassik 2022,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",german,0,0.434,0.262,-12.874,0.0286,0.959,0.6,0.141,0.256,103.015,1,0,0,0
7Afr3PKTtlFGHGiXYgnv6P,Ben Rector,The Walking in Between,I Like You,piano,56,0.624,0.334,-11.89,0.0391,0.321,3.27e-06,0.113,0.397,157.92,1,0,0,0
0qjux3nULEYN7Yz9jijgWz,Rarin,GTA 2,GTA 2,sad,57,0.627,0.652,-8.545,0.122,0.214,0.0,0.0767,0.487,160.089,0,0,1,0
5f5DBTOW5Y6wPiKTVcYVkg,doVicente,Superlove,Superlove,french,58,0.753,0.809,-8.268,0.0637,0.317,0.0076,0.141,0.409,119.991,0,0,0,0
5jyPgh9K0YlyhlVGQzFsbO,Robin Schulz;David Guetta,House Anthems,On Repeat,deep-house,5,0.609,0.801,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,0,0,1,0
6Gx3Ry4ORogdMibbdITOuN,Ajay Gogavale;Shreya Ghoshal,Dhadak,Dhadak Title Track,pop-film,58,0.375,0.312,-10.656,0.031,0.85,0.00988,0.137,0.22,77.527,1,1,0,0
34a89MbC7QXsUsLkljLgXX,Tom Petty,80s Bangers Vol. 1,Free Fallin',folk,1,0.619,0.504,-11.562,0.025,0.0614,0.0,0.06,0.568,84.335,0,0,0,0
3zPVG3y3rEzyixSFhe3XYu,Léo Magalhães,Ao Vivo em Goiânia,Andorinha Machucada / Tudo de Novo / Pense em Mim (Ao Vivo),forro,45,0.415,0.501,-7.232,0.0361,0.83,0.0,0.242,0.306,114.579,1,0,0,0
4YXKKnIZuk7UtXH5oC0ffa,Little Richard,Good Golly!,Lucille,rockabilly,56,0.676,0.708,-12.115,0.0698,0.592,0.000307,0.166,0.919,143.669,0,0,0,0
089tprIgsyFSOrZpugamLI,Ekali;ZHU,Blame,Blame,dubstep,45,0.624,0.68,-7.285,0.0421,0.114,6.78e-05,0.0614,0.117,91.998,0,0,0,0
3RVKeAie8vdadw5r1PPBx5,Jody Reynolds,Endless Sleep,(Evil Hearted Me) Downright Evil,rockabilly,23,0.593,0.865,-10.227,0.0378,0.719,2.29e-05,0.303,0.969,157.96,0,0,0,0
7u1S5QZSwrWyNczrN9IAKR,Marina Herlop,Nanook,Doiloi,club,17,0.343,0.129,-14.82,0.042,0.988,0.174,0.141,0.0371,124.396,1,1,0,0
08r6N5mPmFMLhaXRZVfUbB,The Nightraver,We're From Rotterdam,If You'Re Smart,happy,22,0.571,0.873,-11.995,0.0732,3.25e-05,0.74,0.373,0.0894,179.841,0,0,0,0
5YLHLxoZsodDWjqSgjhBf3,Bazzi,COSMIC,Myself,electro,68,0.745,0.561,-5.513,0.072,0.465,1.12e-06,0.0338,0.902,195.918,0,0,0,0
1mVn6LE3NukwuP1uAixzgT,Powerman 5000,The Ultimate Skate Punk Album Vol.1,When Worlds Collide,industrial,27,0.56,0.903,-4.77,0.0754,0.00132,0.0,0.291,0.581,143.821,0,0,1,0
4zjuPxRdniuN7LZzI5aQNA,Isan,Lamenting Machine,Memory Cascades,idm,10,0.562,0.343,-20.924,0.0419,0.508,0.89,0.16,0.254,81.691,1,0,0,0
0CkwGzywZ3js4Hcmb0RkQn,twocolors,Mega Hits Autumn/Fall 2022,Heavy Metal Love,edm,3,0.768,0.767,-8.06,0.0358,0.194,0.0,0.121,0.457,125.029,0,0,0,0
2Yj1sRA7UENRp7p6tt8E1k,Powfu;sadeyes,Letter's You Never Received,Break Ups Suck Ass,sad,51,0.605,0.327,-7.659,0.037,0.866,0.0,0.125,0.608,179.839,1,0,0,0
6OEHLXWw1PDfhbJLbNRi94,Lindsay Mendez;Ben Crawford,35MM: A Musical Exhibition (Original Cast Recording),Make Me Happy,show-tunes,26,0.713,0.639,-5.769,0.05,0.423,0.0,0.129,0.944,92.072,0,0,0,0
2B5a8L30R9vk3F9clonX5g,Los Tecolines,Peerless 80 Aniversario - 24 Exitos Vol. 2,Vuela paloma,guitar,21,0.668,0.374,-8.232,0.0288,0.788,0.0,0.29,0.669,113.108,1,0,0,0
3AO4zBhbT0E8hxb9HMSmbM,Jamie Kilstein,"Libel, Slander & Sedition",Obama and Hitler!,comedy,24,0.705,0.555,-7.811,0.941,0.653,0.0,0.649,0.661,116.073,0,0,1,1
6LFXmq8DuXrxoyrPz7c5Lw,Limão Com Mel;Tarcísio do Acordeon,Estúdio Limão,Ponto Final,forro,38,0.657,0.829,-5.596,0.0673,0.276,0.0,0.207,0.569,117.029,0,0,0,0
4UDmDIqJIbrW0hMBQMFOsM,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,disco,77,0.707,0.535,-19.793,0.0436,0.113,0.00615,0.0884,0.641,103.644,0,0,0,0
4RShNT9cGPE2jnrO82Ma0I,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,Little Jack Horner - Original Mix,disney,19,0.495,0.137,-17.15,0.0468,0.968,0.946,0.109,0.271,139.73,1,1,0,0
0Y2v82GQsomVCqnfWpRSg5,Calcinha Preta,"Dois Amores, Duas Paixões, Vol. 14","Dois Amores, Duas Paixões",pagode,48,0.496,0.727,-4.378,0.0427,0.237,0.0,0.422,0.501,166.068,0,0,1,0
3iRKwxW8ZDjmL9nKk3nisz,Tiwa Savage;Zinoleesky,Jaiye Foreign,Jaiye Foreign,dancehall,58,0.82,0.816,-6.29,0.077,0.0216,7.81e-05,0.0541,0.861,108.98,0,0,0,0
1HGtTmgl1sEycuS9lJviWQ,Zaeden,Genesis 1:1,dooriyan,indie-pop,63,0.735,0.593,-7.473,0.0885,0.731,0.178,0.135,0.475,160.07,0,0,0,0
69Yia3qCLw6N9U80WhLwLn,Death,The Sound of Perseverance - Reissue,Voice of the Soul,death-metal,58,0.158,0.572,-6.293,0.0346,0.000926,0.893,0.144,0.347,79.176,1,0,0,0
73rQVihYf9bPXflrJiesqF,Kemuel,Ressuscitou (Resurrecting) [Kemuel Nation],Ressuscitou (Resurrecting) [Kemuel Nation],groove,36,0.413,0.509,-8.439,0.0292,0.326,0.0,0.116,0.222,148.055,0,0,0,0
7G4FH6SEh9wgDRztDi3cDE,Lasse Stefanz,Evergreen,Utan att förstå,swedish,36,0.663,0.733,-5.09,0.0298,0.00878,9.01e-06,0.108,0.741,107.967,0,0,0,0
44Lv3y1OHRM7r8vuEAGTkW,FiNCH;SDP,Hold Me Now,Liebe ist ...,party,35,0.631,0.8,-4.179,0.101,0.107,0.0,0.373,0.782,156.941,0,0,1,0
5d4MvCqMJUgoVVCz16tvlD,Miriam Yeung,My Favourite Hits,再見二丁目,cantopop,38,0.645,0.3,-10.282,0.0362,0.815,0.0,0.115,0.214,143.928,1,1,0,0
3JCcBtwNldEBd3O4hqYDWI,Almighty;Manny Montes,Genelipsis,No Me Arrodillo,latino,39,0.81,0.542,-7.146,0.415,0.102,0.0,0.113,0.376,164.151,0,0,1,0
0fGDKi4UeXx8CypAvJdAj6,DJ Furax;Redshark,Techno Hard,F***k Orgus (Dance) - Dr. Rude Remix,j-dance,26,0.842,0.867,-6.886,0.364,0.00892,0.74,0.256,0.587,147.011,0,0,1,-1
0NmnFMWMkTETNANGpVVqyc,Moore Kismet,Wasteland,Wasteland,dubstep,51,0.563,0.836,-3.901,0.0903,0.108,0.0,0.243,0.657,141.923,0,0,1,0
6HhdFRM9un1Ojpz1A98pVi,High Contrast,If We Ever (Unglued Remix),If We Ever - 2018 Remaster,j-dance,25,0.542,0.875,-4.285,0.0507,0.000356,0.31,0.359,0.114,172.973,0,0,1,0
5YRzeFvIc4yNhpzDcLKWvE,BadKidMacei;Badkidparis,Bossy,Bossy,kids,21,0.914,0.723,-6.193,0.138,0.196,0.0,0.216,0.335,95.0,0,0,1,0
5mq2tutI68FRDD8CiYOsYS,Paolo Nutini,Low-Key Hits,Growing Up Beside You,soul,1,0.504,0.51,-10.79,0.0415,0.771,7.61e-05,0.0766,0.0834,95.182,1,0,0,0
3B0hzwc1e8AYOytj9hZS2I,Blue Stahli,Blue Stahli (Deluxe Edition),ULTRAnumb,industrial,55,0.439,0.915,-7.078,0.0745,0.000184,0.000899,0.326,0.34,91.993,0,0,1,0
1aesK4KrWp8IF3jtRdA3WJ,Eikichi Yazawa,YAZAWA (50th Anniversary Remastered),LOVE THAT WAS LOST - Remastered 2022,j-rock,34,0.741,0.519,-11.103,0.0259,0.215,0.00205,0.319,0.899,107.882,0,0,0,0
5fIWOnufnkAtDp9SDqRMD3,Fossils,Fossils,Hansnuhana,indian,45,0.528,0.427,-12.304,0.0548,0.27,2.18e-05,0.105,0.307,133.127,1,0,0,0
4K2NuhUFmcQbaepaAzHGdP,Alireza Mashayekhi;Marie-Thérèse Grisenti;Marc Vitantonio;Duo Grisenti Vitantonio,A. Mashayekhi - 5 Sonates Pour Violoncelle Et Piano,Sonate IV Opus 180 Pour Violoncelle Et Piano - 3ème Mouvement,iranian,0,0.254,0.104,-19.932,0.0524,0.986,0.716,0.152,0.0378,84.693,1,1,0,0
1g4C1BrGd4O1Dt5y0xue96,Culture Shock,Sequence,Renaissance (Edit),drum-and-bass,51,0.458,0.981,-1.65,0.0518,0.0573,0.0363,0.172,0.143,173.882,0,0,0,0
6Sk0prnnRQ1SYTSDGxa92x,Seu Jorge,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Pessoal Particular (Ao Vivo),mpb,47,0.634,0.859,-5.832,0.0567,0.539,3.2e-05,0.693,0.64,112.942,0,0,1,0
5z6YX4XnUd06mWDQc7rF10,Desmond Dennis,Desmond Kids Jams Theme Song,Desmond Kids Jams Theme Song,kids,8,0.656,0.678,-5.615,0.365,0.532,0.0,0.0308,0.718,65.77,0,0,1,0
09H6lkpmYJYeDaEKvoXcoZ,Sachin Warrier;Job Kurian;Sayanora,Thira (Original Motion Picture Soundtrack),Thaazhe Nee Tharame,malay,28,0.509,0.475,-8.994,0.0382,0.506,0.00383,0.168,0.173,135.31,1,0,0,0
5Z2iVSDPvCScP5M5atIt5v,Shinedown,Metal,Planet Zero,alternative,0,0.416,0.964,-2.967,0.112,2.35e-05,0.000875,0.473,0.212,157.925,0,0,1,0
7mzU3O4ixZNhShH6SrCInw,Django,Anthracite,Anthracite,french,35,0.64,0.459,-8.439,0.25,0.448,5.75e-05,0.107,0.14,100.071,0,0,1,0
5mfyiAYTK4MxWq2elg1Kpv,Anal Vomit,Demoniac Flagellations,Sendero Siniestro,black-metal,17,0.193,0.995,-4.893,0.18,4.29e-06,0.0737,0.0486,0.0743,109.837,0,0,1,0
6nSnDI2EvwXocgjj6hwQRv,Camille Saint-Saëns;石丸由佳,死の舞踏~悪魔のパイプオルガン,死の舞踏,french,1,0.213,0.159,-13.897,0.0366,0.715,0.914,0.101,0.0373,143.35,1,1,0,0
1cQI15E52Yqrg7r2Kp2Fzu,Ray Price,Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe],Crazy Arms,honky-tonk,12,0.61,0.287,-9.551,0.0281,0.676,0.0,0.134,0.701,117.626,1,1,0,0
0w4Sf61CbM69gDD7RVmaBD,Ronghao Li,有理想,爸爸媽媽,mandopop,51,0.67,0.507,-6.551,0.0316,0.699,0.0,0.161,0.258,101.921,1,0,0,0
4Du0BRUJvKybzxcRplp7HF,Arctic Monkeys,Leave Before The Lights Come On,Leave Before The Lights Come On,garage,62,0.365,0.887,-4.579,0.0417,0.00272,2.18e-05,0.0923,0.916,150.718,0,0,0,0
2sWP5BvD2gcT32MpMAhkRU,salem ilese,CHRISTMAS TOP HITS 2022,Thank You Note,indie-pop,0,0.637,0.705,-7.546,0.0502,0.121,0.0,0.0857,0.553,158.013,0,0,0,0
12b3bKEbdjtL1Ga0n3ybzK,Sajjan Raj Vaidya,Phutki Jaaney Jovan,Phutki Jaaney Jovan,indie-pop,49,0.46,0.521,-8.022,0.0274,0.65,0.0,0.256,0.599,149.945,0,0,0,0
7rJrFX4RyhDJNV9nQIPw0y,Zé Henrique & Gabriel,Tá tudo OK Acústico,O que combina comigo é você,sertanejo,51,0.669,0.671,-8.135,0.0276,0.448,0.0,0.472,0.753,131.996,0,0,1,0
6lio8qS8M1XBGV3fYb8ZS5,Tribal Rain,Roka Yo Samay,Sunyata,indie-pop,45,0.682,0.462,-11.505,0.0388,0.913,0.212,0.107,0.529,96.054,1,1,0,0
6KHsTu4Ht4XYiWcZOOdwbW,Fresh,Chop (Nouvelle École),Chop (Nouvelle École),french,76,0.745,0.801,-6.545,0.724,0.439,1.13e-06,0.519,0.486,143.011,0,0,1,-1
0M88JRtpXQK8i2XP0WX8jO,Scooter,Back To The Heavyweight Jam,Fuck The Millennium,happy,16,0.548,0.999,-4.937,0.0947,0.0501,0.0128,0.978,0.0878,145.0,0,0,1,0
1yoMdigYCXY5UrhTbGNEJp,Eric Burdon,Disciples Liberation The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,psych-rock,0,0.673,0.712,-7.858,0.0273,0.159,0.0,0.183,0.912,113.061,0,0,0,0
1Ib8I0IUoeRdLk6IKMLenk,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Nur zu Besuch,punk,38,0.508,0.299,-7.457,0.0261,0.502,0.0,0.112,0.137,108.159,1,0,0,0
